Term,Adjusted P-value
GO:0051093,0.0418621586155451
GO:0060972,0.042882869827344
GO:1903522,0.042882869827344
GO:0141091,0.044096431778593
GO:0042692,0.044096431778593
GO:0044087,0.044096431778593
GO:0010596,0.044096431778593
GO:0001937,0.0454209373309434
GO:0007010,0.0454209373309434
GO:0001947,0.0454209373309434
GO:0014706,0.0454209373309434
GO:0003690,0.0456798678326582
GO:0000987,0.0456798678326582
GO:0050750,0.0456798678326582
GO:0043565,0.0456798678326582
GO:0000978,0.0456798678326582
GO:0050679,0.0462103976470288
GO:0015908,0.0467885793064816
GO:0051347,0.0467885793064816
GO:0017015,0.0472357093544957
GO:0010629,0.0472357093544957
GO:0006915,0.0475265232376151
GO:1903531,0.0494654316827512
GO:0061951,0.0494654316827512
GO:0042476,0.0494654316827512
GO:0045663,0.0494654316827512
GO:0007346,0.04988066679101
